,id,text,datetime,authors,year_of_creation
509,106006,"суровый геймер анатолий
всю жизнь играет в первый квайк
не зная халок бетерфилдок
халфлайфк
",2022-08-22 07:00:02,Вороныч,2013
510,105984,"троллейбуса водитель ольга 
подмигивает мне в ответ 
и я кричу на весь троллейбус 
кювет 
",2022-08-21 17:00:00,Niloff,Unknown
511,105983,"на звуки мата заглянула 
в открытый люк идя домой 
там тип мужчины пригляделась 
не мой
",2022-08-21 12:00:00,Нестер Пим,2013
512,105982,"мы комитет по анаграммам 
к приходу никарагуа 
разучиваем крики врабо 
руа 
",2022-08-21 07:00:00,oless,2013
513,105980,"олег отнекивался раньше 
от сексуального труда 
зато на пенсии нет нет да 
и да 
",2022-08-20 17:00:00,masia,Unknown
514,105979,"взамен матерчатых портянок 
дадимте воинам носки 
посмотрим как они влияют 
на скилл
",2022-08-20 12:00:00,Нестер Пим,2013
515,105978,"водоканал от эмвээфа 
на закопание траншей 
получит пару милионных 
траншей 
",2022-08-20 07:00:00,oless,2013
516,105977,"- я без ударных инструментов 
за сутки записал альбом! 
- а чем вы это настучали? 
- а лбом 
",2022-08-19 17:00:00,Мел,Unknown
517,105976,"когда планета оскудеет 
не станет должности жнеца 
хлеб добываться будет в поте 
лица
",2022-08-19 12:00:00,Нестер Пим,2013
518,105975,"метаморфозы происходят 
из аксолотлей в амбистом 
у земноводных только в классе 
шестом 
",2022-08-19 07:00:00,oless,2013
519,105974,"за что держаться непонятно 
мне говорят за жизнь держись 
и я держался бы но это 
не жизнь 
",2022-08-18 17:00:00,Мел,Unknown
520,105973,"ядрён батон сказал полковник 
понараспрыгивались тут 
хотя фактически ядрён был 
батут
",2022-08-18 12:00:00,Нестер Пим,2013
521,105972,"вот исинбаевой собака 
бишон фризе по кличке том 
смотри как ласково виляет 
шестом 
",2022-08-18 07:00:00,oless,2013
522,105971,"лисице бог послал ворону 
вороне сыр а сыру мышь 
она и вытянула репку 
малыш 
",2022-08-17 17:00:00,ЯД,Unknown
523,105970,"с гидрокостюмом по привозу 
ходил курчавый пионер 
и приставал ко всем ребятам 
пример
",2022-08-17 12:00:00,Нестер Пим,2013
524,105969,"бакланы полные кефали 
летят домой в одесский порт 
а автор этих строк в хламину 
упорт 
",2022-08-17 07:00:00,iXtiandbIr,2013
525,105968,"купил в ларьке жевачку ёжик 
заклеил дырочку в боку 
и в тот же вечер прострелили 
башку 
",2022-08-16 17:00:00,Niloff,Unknown
526,105967,"когда в меню преобладают 
рахат лукум и пастила 
идёт на убыль саркастичность 
стила
",2022-08-16 12:00:00,Нестер Пим,2013
527,105966,"спокойно маша я хайрулин 
а где дубровский он не смог 
он тут в обед к борщу поевши 
чеснок 
",2022-08-16 07:00:01,oless,2013
528,105965,"всё было мирно и спокойно 
но пыль накрыла штат вермонт 
а я всего лишь затевала 
ремонт 
",2022-08-15 17:00:01,раз раз_,Unknown
529,105963,"казаться на люди нет мочи 
и не казаться мочи нет 
я человеконенавистник 
и ед
",2022-08-15 12:00:01,Нестер Пим,2013
530,105962,"я на работе в воскресенье 
уныло скучно даже зло 
но побеждает настроенье 
бабло 
",2022-08-15 07:00:02,SSebastian,2013
531,105940,"я в этот мир пришёл раздетый 
голодный маленький и злой 
и даже первым словом было 
долой 
",2022-08-14 17:00:00,тодибо,Unknown
532,105939,"рудольф спросили мы рудольфа 
ты можешь какать на бегу 
рудольф уклончиво ответил 
могу
",2022-08-14 12:00:00,Нестер Пим,2013
533,105938,"нева не хочет к магомеду 
и магомед допив абсент 
летит к неве родной покинув 
ташкент 
",2022-08-14 07:00:00,kalmagloster,2013
534,105937,"отель риц карлтон на ремонте 
для сна воспользуйтесь копной 
но кто аллергик опасайтесь 
апной
",2022-08-13 17:00:00,Нестер Пим,Unknown
535,105936,"лет не вернуть как португальца 
из косвенного падежа 
гребёмте так и не иначе 
держа
",2022-08-13 12:00:00,Нестер Пим,2013
536,105935,"глядит на женщин с укоризной 
седой олег на склоне лет 
никто ему так и не сделал 
омлет 
",2022-08-13 07:00:00,Олег Олег,2013
537,105934,"меня ничто так не бесило 
как бесят антилопы гну 
промолвил конюхов ступая 
по г-ну 
",2022-08-12 17:00:00,FeelGood,Unknown
538,105933,"я засветился на ютубе 
и судя по тому как жог 
я перебрал причом отнюдь не 
движок
",2022-08-12 12:00:00,Нестер Пим,2013
539,105930,"когда светлана николавна 
пыталась диктовать диктант 
народ поднялся весь и свергнул 
диктат 
",2022-08-12 07:00:00,Олег Олег,2013
540,105929,"мои мечты о новом доме 
и полной ясности с утра 
сбылись когда я переехал 
петра 
",2022-08-11 17:00:00,zrbvjd,Unknown
541,105928,"черты и стати инны гомес 
и инны друзь воспел акын 
не к чьим попало тяготея 
а к инн
",2022-08-11 12:00:00,Нестер Пим,2013
542,105927,"как дартаньян как лукашенко 
как кошка как заправский сом 
олег ощупывал пространство 
усом 
",2022-08-11 07:00:00,oless,2013
543,105926,"хочу с порога вам признаться 
я пью питьё и ем еду 
кто знает до чего ещё я 
дойду 
",2022-08-10 17:00:00,H_N,Unknown
544,105925,"я папа царственной тамары 
ей недосуг что с дочки взять 
а впрочем видимся мы часто 
раз в зять
",2022-08-10 12:00:00,Нестер Пим,2013
545,105924,"наташ давай с тобой устроим 
ночь пожирателей борща 
а то уж больно ты мисс портман 
тоща 
",2022-08-10 07:00:00,oless,2013
546,105923,"кричать тебе на весь троллейбус 
нелепо было бы прости 
на пятом месяце беремен 
ности 
",2022-08-09 17:00:00,тры,Unknown
547,105922,"товарищ микоян скажыте 
в какой связи вы анастас 
кто вас прислал что за вопросы 
нас тасс
",2022-08-09 12:00:00,Нестер Пим,2013
548,105921,"семён карбидно пузырился 
и выделял ацетилен 
в объятьях дафний и зелёных 
эвглен 
",2022-08-09 07:00:01,oless,2013
549,105920,"шикарный бюст у алевтины 
и я сказал бы ого го 
не будь он медный и виктора 
гюго 
",2022-08-08 17:00:01,Ольга Ступина,Unknown
550,105913,"у вас теплюнь заметил чукча 
зухра поправила теплынь 
оленевод лишь отмахнулся 
да плынь
",2022-08-08 12:00:01,Нестер Пим,2013
551,105910,"одни боялись билли бонса 
с его пониженным ай кью 
а я пугаюсь одноногих 
и пью 
",2022-08-08 07:00:03,Вороныч,2013
552,105884,"вы чем питаетесь спросил нас
йог афанасий из перми
мы отвечаем тут же йогу
ртами
",2022-08-07 17:00:00,тры,Unknown
553,105881,"когда мы сдуру запустили
систему одного окна
народ как ринется под в через
о к на
",2022-08-07 12:00:00,Нестер Пим,2013
554,105879,"и каблуком от туфли прада
и сумкой от луи витон
вы так изысканно мешали
бетон
",2022-08-07 07:00:00,oless,2013
555,105878,"бежать не время если родя
к тебе идёт без топора
а если родя с топором то
пора
",2022-08-06 17:00:00,НиРо,Unknown
556,105877,"на зятя выругалась тёща
и нанесла ему клюкой
ряд ран несовместимых с жизнью
такой
",2022-08-06 12:00:00,Нестер Пим,2013
557,105876,"аркадий так проникновенно
играл элегию массне
привязан будучи за яйца
к сосне
",2022-08-06 07:00:00,oless,2013
558,105875,"на воротины к нам прибито
такое множество щитов
что ваш практически уже не
щитов
",2022-08-05 17:00:00,B0JI,2015
559,105874,"у нас евреям только пеше
сурово вымолвил консьерж
когда в глазке обрисовался
конь с ерж
",2022-08-05 12:00:00,Нестер Пим,2013
560,105873,"мне ненавистно это море
полжизни взявшее в обмен
на крики чаек пенье пьяных
сирен
",2022-08-05 07:00:00,Дей,2013
561,105872,"на зеленеющей полянке
пастушку встретил пастушок
начавшееся повергает
у шок
",2022-08-04 17:00:00,Нестер Пим,Unknown
562,105871,"вор за сокровищницу шаха
приняв гарем его впотьмах
ретировался увязая
в фатьмах
",2022-08-04 12:00:00,Нестер Пим,2013
563,105870,"распространяется по свету
сквозь сотни зюхелей и циск
известие что папой выбран
франциск
",2022-08-04 07:00:00,oless,2013
564,105865,"и понял что не дохромает 
до выключателя олег 
во тьме мерещатся детали 
от лег 
",2022-08-03 17:00:01,YanaKrilova,2016
565,105863,"ты норовишь усесться в поезд
и ехать в карабогазгол
а у самой лицо открыто
таз гол
",2022-08-03 12:00:00,Нестер Пим,2013
566,105862,"от штампования и раньше
глеб не испытывал восторг
теперь вот брак на производстве
расторг
",2022-08-03 07:00:00,oless,2013
567,105861,"вениамин на полных падок
полина павловна полна
неудивительно что веня
пал на
",2022-08-02 12:00:00,Нестер Пим,2013
568,105859,"не заводи меня не надо
сказал вполголоса баркас
но верещагин нежно трогал
компас
",2022-08-02 07:00:00,oless,2013
569,105854,"однажды я разбогатею
и ты сбежав ко мне с крыльца
меня обнимешь как родного
овца
",2022-08-01 17:00:01,Ольга Ступина,Unknown
570,105852,"не спал бы гарри ты в ангаре
а ты бы вадь не лез в кровать
так надоело имена ри
фмовать
",2022-08-01 12:00:01,Нестер Пим,2013
571,105851,"однажды стивен встретил макса
и наводярил до краёв
наверное несовместимость
фраёв
",2022-08-01 07:00:02,Олег Олег,2013
572,105836,"калека найденный мессией 
в канун моления в саду 
засуетился я пожалуй 
пойду
",2022-07-31 12:00:00,Нестер Пим,2013
573,105835,"какая песенка про шмеле 
мы пели песню о шмеле 
вы чо совсем там обалдели 
в кремле 
",2022-07-31 07:00:00,Олег Олег,2013
574,105834,"с чего б элен бросаться в море 
нахмурился майор мак наббс 
стюард пришол ему на помощь 
с окна б с
",2022-07-30 12:00:00,Нестер Пим,2013
575,105833,"был павел опытным лесничим 
и знал он множество наук 
и сорок пять ругательств в рифму 
к ау 
",2022-07-30 07:00:00,Дей,2013
576,105831,"сегодня чудо что за вечер 
поскольку пани не вмерла 
тащите сыру винограду 
мерла 
",2022-07-29 17:00:00,FeelGood,Unknown
577,105830,"нонконформист заправил брюки 
неодинаковой длины 
в рубашку цвета сухопутной 
волны
",2022-07-29 12:00:00,Нестер Пим,2013
578,105829,"оксана показала сиськи 
и довела илью до слёз 
картиной двух кисломолочных 
желёз 
",2022-07-29 07:00:00,filipolya,2013
579,105828,"ушёл мол в ночь сражаться с игом 
а я сижу опять реву 
уже не веря слову иго 
реву 
",2022-07-28 17:00:00,FeelGood,Unknown
580,105827,"тбилисец кахи до призыва 
не ведал о политруках 
политруки же не видали 
тру ках
",2022-07-28 12:00:00,Нестер Пим,2013
581,105826,"к шести утра пришол в больницу 
хотел быть первым на узи 
а тут уже сидят шестнадцать 
баб зин 
",2022-07-28 07:00:00,oless,2012
582,105823,"а вот еще сказал миклухо 
один из ярких случаев 
был я на свадьбе угадайте 
чо ев
",2022-07-27 17:00:01,Нестер Пим,2022
583,105822,"взор генерала был безумен 
и только выстроилась часть 
над плацем грянула команда 
скончайсь
",2022-07-27 12:00:00,Нестер Пим,2013
584,105820,"из цикла это интересно 
писатель даниэль дефо 
был между прочим сантаклаус 
трофоб 
",2022-07-27 07:00:00,oless,2012
585,105816,"мы заказали чайник чаю 
и морепродуктовый сет 
а офицантка нам чай выпит 
сет съет
",2022-07-26 12:00:00,Нестер Пим,2013
586,105815,"вы мне продули иннокентий 
евстахиёвую трубу 
теперь я слышу бубубубу 
бубу 
",2022-07-26 07:00:00,Олег Олег,2012
587,105814,"я тишину шагами меря
иду бесшумно по глуши
а там немерено всей этой
тиши
",2022-07-25 17:00:00,H_N,Unknown
588,105813,"злодей похлеще мориарти 
оплёл тенётами весь мир 
и холмс уотсона замучил 
версьми
",2022-07-25 12:00:01,Нестер Пим,2013
589,105812,"печально горестный диагноз 
мне объясняет вашу прыть 
мы вам пропишем циклодола 
дык ыть 
",2022-07-25 07:00:03,соловей,2012
590,105797,"я чуть не стал большим поэтом
в одной из северных корей
но там они предпочитают
хорей
",2022-07-24 17:00:01,FeelGood,Unknown
591,105796,"не от возвратного ли тифа
страдает этот бабуин
пошли вы к чорту я латифа
куин
",2022-07-24 12:00:00,Нестер Пим,2013
592,105793,"я на плечо ружьё закинув
гоняя прочь тоску печаль
весьма уверенно и громко
пищаль
",2022-07-24 07:00:00,SSebastian,2012
593,105792,"вам сударь вздрогнула девица
пора подумать о душе
я хохоча потряс контрактом
уже
",2022-07-23 12:00:00,Нестер Пим,2013
594,105791,"сидит фарид сейфуль мулюков
у дастархана в чайхане
лицом к востоку и сарказмом
ко мне
",2022-07-23 07:00:00,oless,2012
595,105787,"вот если б я была царица 
везде наставила бы дыб 
а если б ты была царица 
то ты б 
",2022-07-22 17:00:01,Ольга Ступина,Unknown
596,105785,"из полыньи во льду прибрежном
морской выглядывает лев
как пелерину антарктиду
надев
",2022-07-22 12:00:00,Нестер Пим,2013
597,105784,"махнув сто грамм перекрестившись
и поплевав через плечо
олег солдатиком ныряет
в харчо
",2022-07-22 07:00:00,oless,2012
598,105782,"присядьте батенька с дороги
поди неблизок ваш уезд
ходок откашлялся я герберт
уэллс
",2022-07-21 12:00:00,Нестер Пим,2013
599,105781,"подайте тёплую селёдку
я буду есть её ножом
над этим вашим этикетом
поржом
",2022-07-21 07:00:00,Олег Олег,2012
600,105779,"какие знаки здесь не город
а марафон париж дакар
ещё лежачих полицейских
накар
",2022-07-20 12:00:00,Нестер Пим,2013
601,105778,"кто больше всех уносит денег
зато приносит только вред
постойте дайте угадаю
главред?
",2022-07-20 07:00:00,Олег Олег,2012
602,105777,"эй кормчий что там персиянка
которой я как в angry birds
а что ей сделается эвон
гребёт с
",2022-07-19 12:00:00,Нестер Пим,2013
603,105776,"пойдешь на право геем будешь
налево будешь содомит
иван решился конь в раздумьях
стоит
",2022-07-19 07:00:00,Znake,2012
604,105775,"мы комитет по анаграммам
стань лесом к переду изба
наш коллектив нет сил как лован
изба
",2022-07-18 12:00:00,Нестер Пим,2013
605,105774,"гарсон а ну ка принеси мне
подсолнечника семена
и ягуара банку вместо
вина
",2022-07-18 07:00:00,oless,2012
606,105773,"в читальный зал нельзя в сомбреро
немедля выйдите внаружь
как можно было не расслышать
ору ж
",2022-07-17 12:00:00,Нестер Пим,2013
607,105772,"с ямалоненецким прищуром
ильич разглядывает пляж
да тут повсюду срамота где
ни ляж
",2022-07-17 07:00:00,oless,2012
608,105771,"сотрудникам ходить неплохо б
не только в вайбер и вацап
а помещению проветри
вацца б
",2022-07-16 17:00:01,B0JI,Unknown
609,105770,"начальство топало кричало
сулило минимум расстрел
а я начальство ел глазами
и съел
",2022-07-16 12:00:01,Нестер Пим,2013
610,105767,"на емельяненко свалился
спортсмен любитель хонг ман чой
и удушающий проводит
мочой
",2022-07-16 07:00:01,Олег Олег,2012
611,105766,art & text ,2022-07-15 17:00:00,bu6lik,Unknown
612,105746,"я поперёк родного батьки 
сограждан спешкой веселя 
далече сунулся хлебать ки 
селя
",2022-07-15 13:00:00,Нестер Пим,2013
613,105745,"уходят запахи и звуки 
за ними образы и вкус 
и я за жизнь пока тактильно 
держусь 
",2022-07-15 07:00:00,Znake,2012
614,105744,"раз первым делом самолёты 
а я осталась за бортом 
то никакого вам не будет 
потом 
",2022-07-14 17:00:00,froval,Unknown
615,105742,"кристалломорфные пришельцы 
достали суповой набор 
и предложили обменяться 
на бор
",2022-07-14 12:00:00,Нестер Пим,2013
616,105741,"боролся както я со штормом 
один в гремящих роковых 
тут опечатка надо соро 
ковых 
",2022-07-14 07:00:00,Олег Олег,2012
617,105740,art & text ,2022-07-13 17:00:00,арчи бальчи,Unknown
618,105739,"моя невеста вероломно 
была другому отдана 
а я отдай мол а другой мне 
да на
",2022-07-13 12:00:00,Нестер Пим,2013
619,105738,"на участкового маньяка 
вдруг навалилось столько дел 
что впору подключать соседний 
отдел 
",2022-07-13 07:00:00,Олег Олег,2012
620,105737,"олег влетел в ассенизатор 
на ламборджини галлардо́ 
и смерть на после разделилась 
и до 
",2022-07-12 17:00:00,Вороныч,Unknown
621,105736,"крестьянка в мини на стремянке 
срывает с дерева кокос 
тем самым косвенно срывая 
покос
",2022-07-12 12:00:00,Нестер Пим,2013
622,105735,"о вы смердящая царевна 
в безумном саване надежд 
дарящая покой и отдых 
для вежд 
",2022-07-12 07:00:00,Znake,2012
623,105734,art & text ,2022-07-11 17:00:00,bu6lik,Unknown
624,105733,"какая пошлая забава 
покойного захоронять 
тащить корябая перила 
ронять 
",2022-07-11 12:00:01,Нестер Пим,2013
625,105732,"меж скал танцуя румбу шторма 
столкнулись баржа и баржа 
недовылавировывая 
и ржа 
",2022-07-11 07:00:02,oless,2012
626,105720,"врачи ощупав государя 
и осмотрев со всех сторон 
смущённо молвят нет ли жалоб 
на трон 
",2022-07-10 17:00:00,zrbvjd,Unknown
627,105719,"тут перед ми какой то символ
и как теперь поди пойми
не заморачивайся зёма
пой ми
",2022-07-10 12:00:00,Нестер Пим,2013
628,105718,"в карманах сложенные вещи
создали свой карманный мир
где пятипалый их кровавый
кумир
",2022-07-10 07:00:00,Znake,2012
629,105717,art & text ,2022-07-09 17:00:00,bu6lik,Unknown
630,105715,"бежит компания кентавров
несутся конные за ней
хотя казалось бы куда уж
конней
",2022-07-09 12:00:00,Нестер Пим,2013
631,105714,"я обо всём сказав стихами
обыкновенные слова
для разговора подбираю
едва
",2022-07-09 07:00:00,Анатолий Баклагов,2012
632,105713,"на полотне пустого пляжа 
созвучно с воздухом морским 
зелёносиними мазками 
носки 
",2022-07-08 17:00:00,masia,Unknown
633,105712,"закомплексованный джон сильвер
от сердобольного врача
выходит новенькую ногу
влача
",2022-07-08 12:00:00,Нестер Пим,2013
634,105711,"придётся мне потратить деньги
придётся мне потратить день
на пеньюар что надевают
на пень
",2022-07-08 07:00:00,Олег Олег,2012
635,105710,art & text ,2022-07-07 17:00:00,bu6lik,Unknown
636,105709,"гигантоман иван семёныч
когда накатывает блажь
подолгу слушает ракушку
гараж
",2022-07-07 12:00:00,Нестер Пим,2013
637,105708,"андроид виктор кибернытик
он в кибернытики нии
всё время ноет о притесне
нии
",2022-07-07 07:00:00,Олег Олег,2012
638,105706,"нас всех растрогало не то что 
олега съел олега кот 
а что олега кот олега 
ел год 
",2022-07-06 17:00:00,Niloff,Unknown
639,105704,"под ряской паркового пруда
а пруд заметимте старинн
оторфянелые останки
ста рин
",2022-07-06 12:00:00,Нестер Пим,2013
640,105703,"для тех кто в танке повторяем
по многочисленным просьбам
козырный наш артиллерийский
БАБАМММ!
",2022-07-06 07:00:00,Олег Олег,2012
641,105702,art & text ,2022-07-05 17:00:00,bu6lik,Unknown
642,105701,"сперматозоид у нейрона
спросил запыхавшись браток
а где тут семявыводящий
проток
",2022-07-05 12:00:00,Нестер Пим,2013
643,105699,"я крепок костью и долями
но не подумай я не жлоб
и не какой то хер с бровями
я ж лоб
",2022-07-05 07:00:00,SSebastian,2012
644,105697,"когда опять не получилось
путь к сердцу проторить стряпнёй
изольда соблазнила глеба
стрипнёй
",2022-07-04 17:00:00,тодибо,Unknown
645,105696,"в эстремадуре матадором
работал некто ибрагим
и был чувствительно и часто
рогим
",2022-07-04 12:00:00,Нестер Пим,2013
646,105695,"когда б я склонен был к полётам
тогда бы сидя на суку
с тобою рядом я б отведал
медку
",2022-07-04 07:00:00,SSebastian,2012
647,105694,"у грибника пантелеймона
исчезли кисть стопа и бок
а он не верит в то что это
грибок
",2022-07-03 17:00:00,dkrut,Unknown
648,105693,"я б никогда не полюбила
стихотворений дориза
а всё инверсий недостатка
из за
",2022-07-03 12:00:00,Нестер Пим,2013
649,105692,"а чтоб к истокам обратиться
примерьте шлемов и кольчуг
со сцены всех увещевает
шевчук
",2022-07-03 07:00:01,SSebastian,2012
650,105689,art & text: ,2022-07-02 17:00:01,bu6lik,Unknown
651,105666,"пока мы с папой накреняли
ситром торгующий ларёк
торговец нас разнообразно
нарёк
",2022-07-02 12:00:00,Нестер Пим,2013
652,105665,"на тренировке по паркуру
изображал богатыря
с коня на брусья прыгнул сдуру
и зря
",2022-07-02 07:00:00,SSebastian,2012
653,105664,artext: ,2022-07-01 17:00:00,bu6lik,Unknown
654,105663,"полуподвал жилого дома
отписан в собственность портних
там проживал один охотник
до них
",2022-07-01 12:00:00,Нестер Пим,2013
655,105662,"когда казалось что в науках
мы безнадёжно отстаём
в москву отправился обоз с мин
таём
",2022-07-01 07:00:00,журкова,Unknown
656,105661,"увидев что горит зелёный
а рядом нету ни души
я начинаю в одиночку
тушить
",2022-06-30 17:00:00,андро,Unknown
657,105660,"суфлёром тюза пнута рампа
в фойе доплюнуто до ламп
и ускакато по горам по
долам
",2022-06-30 12:00:00,Нестер Пим,2013
658,105658,"во дни сомнений мы остались
родной язык с тобой одни
а также тягостных раздумий
во дни
",2022-06-29 17:00:00,Ольга Ступина,Unknown
659,105657,"сквозит божественное что то
в приходе в нынешнем в твоём
он тоже явится бывало
втроём
",2022-06-29 12:00:00,Нестер Пим,2013
660,105656,"кричит и просится наружу
застряв в стеклянном кубе мим
для смеха выстроенном им же
самим
",2022-06-29 07:00:01,boroda,Unknown
661,105654,"за наше солнце золотое
литературный апогей
большое вам спасибо пушкин
сергей
",2022-06-28 17:00:00,Ольга Ступина,Unknown
662,105653,"у лейлы доложыл петруха
в паху тату а фатима
аналитического склада
ума
",2022-06-28 12:00:00,Нестер Пим,2013
663,105652,"п*ть есть решение проблемы
плохих  отчаянных   в миру
певцов  философов  бродяг
  *е         *и          *у
",2022-06-28 07:00:01,bu6lik,Unknown
664,105651,"жених был старый и в придачу 
унылый толстый бородач 
и это прочих не считая 
придач 
",2022-06-27 17:00:01,тры,Unknown
665,105633,"христа астахова и нео 
спугнул никита джигурда 
теперь спасения ждать нео 
ткуда
",2022-06-27 12:00:01,Нестер Пим,2013
666,105632,"звоню звоню не отвечаешь 
и я уже боюсь малыш 
что ты там не на телефоне 
висишь 
",2022-06-27 07:00:02,metafola,Unknown
667,105628,"купила комнатную пальму
для украшения жилья
и вот теперь она двухкомнат
ная
",2022-06-26 17:00:00,H_N,Unknown
668,105627,"тадэуш выменяв на книги
какую никакую снедь
стал насыщаться и попутно
коснеть
",2022-06-26 12:00:00,Нестер Пим,2013
669,105626,"порой идёшь один по лесу
вдали от надоевших троп
а сверху падает кленовый
сироп
",2022-06-26 07:00:00,crazy_grant,2016
670,105625,"скажите граф меня спросили
вы не знакомы с чесноком
и я ответил стиснув губы
сноком
",2022-06-25 17:00:00,раз раз_,Unknown
671,105624,"команда страх как разношёрстна
хавбек дирав как решето
полузащитник получортзна
етчто
",2022-06-25 12:00:00,Нестер Пим,2013
672,105623,"сижу я в клинике с укусом
и больно от того вдвойне
что доктор вынул только жало
ванье
",2022-06-25 07:00:00,Azov,Unknown
673,105622,"я грю: ну нет такую пакость
не мог намалевать магритт
искусствовед слегка подумав
мог грит
",2022-06-24 17:00:00,H_N,Unknown
674,105621,"семён последними словами
ругает лютого врага
ямб яйцеклетка яйцерезка
яга
",2022-06-24 12:00:00,Нестер Пим,2013
675,105620,"теракт в аду! у входа взрывом
снесло и двери и косяк
оставил видимо надежду
не всяк
",2022-06-24 07:00:00,Л.М.,2015
676,105619,"не знаю чем ещё заняться
уже расшатана кровать
давай писать друг другу письма
и рвать
",2022-06-23 17:00:00,H_N,Unknown
677,105618,"ты весь в крови вскричал аркадий
а николай сказал не не
ты перепутал это кровь вся
во мне
",2022-06-23 12:00:00,Нестер Пим,2013
678,105616,"в тенистой баобабьей роще
под гнуса малярийный звон
любовь накрыла нас большая
как слон
",2022-06-23 07:00:00,Дей,2015
679,105614,"макар иваныч фрезеровщик
был от рожденья шестипал
с годами этот недостаток
пропал
",2022-06-22 17:00:00,андро,Unknown
680,105613,"на юбилеи к дамбылдору
который тоже вроде маг
воландэморт не кажет носа
а как
",2022-06-22 12:00:00,Нестер Пим,2013
681,105612,"с пятиконечной на фуражке
с шестиконечною в груди
мне до берлина до конечной
идти
",2022-06-22 07:00:00,Гут,2015
682,105606,"за связь с потусторонним миром
изобретатель а.попов
был поколоколочен группой
попов
",2022-06-21 17:00:00,никакич,Unknown
683,105605,"в усадьбе сумрак и безлюдно
но чу ладонью по плечу
я оборачиваюсь пусто
но чу
",2022-06-21 12:00:00,Нестер Пим,2012
684,105604,"да да я помню друг от друга
мы ничего уже не ждём
я позвонил лишь поделиться
дождём
",2022-06-21 07:00:00,Hippy,2014
685,105603,"нам очень жаль что ваша чаша
терпения уже полна
и тем не менее купите
слона
",2022-06-20 17:00:00,никакич,Unknown
686,105601,"ага воскликнула таможня
приоткрывая мой рюкзак
и это стало предпоследним
из аг
",2022-06-20 12:00:00,Нестер Пим,2020
687,105600,"купил себе огромный бургер
лайт колу и картофель фри
я это всё конечно емлю
не при
",2022-06-20 07:00:01,bro,2014
688,105599,"воландеморт вонзает в гарри
кривое лезвие серпа
и слышит хриплое но я же
каспа
",2022-06-19 17:00:00,андро,Unknown
689,105598,"стреляя закурить нарвался
на получасовой смолл ток
и это о вреде двух первых
смол ток
",2022-06-19 12:00:00,Нестер Пим,2020
690,105584,"м
е
с
т п
а е д
м р л
и е я
в м п
д е о
р н р
у и о
г л ш
с а к
г с а
о ь о
р в н
и е а
з р н
о т е у
н и о з
т к ч к
а а е а
л л н л
ь ь ь ь
ю
",2022-06-19 07:00:02,"intelleon, YanaKrilova",Unknown
691,105574,"оксана всё же оклемалась
узнала бабушку и мать
и те решили ей получше
вклемать
",2022-06-18 17:00:00,Niloff,Unknown
692,105573,"тыгдым несется мэр ньюйорка
на прокуроре окружном
по квинсу в бруклин за какимто
рожном
",2022-06-18 12:00:00,Нестер Пим,2019
693,105572,"я бью гитарой антонину
по вдохновенному лицу
раздел имущества подходит
к концу
",2022-06-18 07:00:00,"Тумми, kofeIN",Unknown
694,105568,"давно заметили спасаясь
пластинками от комаров
что больше прочих их пугает
серов
",2022-06-17 17:00:00,Ольга Ступина,Unknown
695,105567,"будь моя воля я открыл бы
для кошек и собак бутик
и не открыл бы такового
будь их
",2022-06-17 12:00:00,Нестер Пим,2019
696,105565,"куда не плюнь везде таблички
сюда плевать запрещено
а я верблюд мне это богом
дано
",2022-06-17 07:00:00,zuboskalka,Unknown
697,105563,"уже я умиротворённо
лежу впадая в благодать
а вы рыдаете мешая
впадать
",2022-06-16 17:00:00,тры,Unknown
698,105561,"в японии такие буквы
что не прочтешь без толмача
а вместо чая извините
матча
",2022-06-16 12:00:00,Нестер Пим,2019
699,105560,"здесь есть нельзя но есть где сесть здесь
а там где можно есть не сесть
а тут и есть где сесть но стоит
ли есть
",2022-06-16 07:00:00,igoreвна,Unknown
700,105559,"пришли крестьяне за водицей
на рейхенбахский водопад
а там один мужик другого
купат
",2022-06-15 17:00:00,Niloff,Unknown
701,105558,"приговоренный к высшей мере
татарский оптимист наиль
на всякий случай уточняет
к наи ль
",2022-06-15 12:00:00,Нестер Пим,2019
702,105557,"в соревнованьях по нырянью
я выглядела всех модней
и всех ныряльшиц оказалась
надней
",2022-06-15 07:00:01,igoreвна,Unknown
703,105556,"профессор плейшнер из окошка
руками машет тут я тут
но штирлица смущает фикус
во рту
",2022-06-14 17:00:00,тодибо,Unknown
704,105555,"итак вы потчевали мужа
поганку выдав за сморчок
ну что ж голубушка мотнёмте
срочок
",2022-06-14 12:00:00,Нестер Пим,2022
705,105554,"ты маня если мучит совесть
иконы к стенке отверни
чтоб жениху не настучали
они
",2022-06-14 07:00:00,дядюшКаа,Unknown
706,105549,"мне тётя подарила краски
большой подарочный набор
в него входили кисть ведро и
забор
",2022-06-13 17:00:00,zrbvjd,Unknown
707,105548,"ильич когда его уборщик
метлой нечаянно кольнул
от неожиданности верти
кальнул
",2022-06-13 12:00:00,Нестер Пим,2019
708,105547,"из раскаленного металла
поставил памятник жене
но почему он остывает
ко мне
",2022-06-13 07:00:00,better days,Unknown
709,105540,"олег бросается словами
аркадий же наоборот
их аккуратно подбирает
и в рот
",2022-06-12 17:00:00,Niloff,Unknown
710,105539,"герасим проглотил обиду
на барыню за смерть муму
а будь он робин бобин он бы
саму
",2022-06-12 12:00:00,Нестер Пим,2019
